account_id,customer_id,customer_name,product_type,delinquency_stage,days_past_due,overdue_amount,total_balance,risk_flag,current_status,email,mobile_phone,postcode,last_contact_channel,self_service_candidate,created_date
ACC-12506,CUST-52506,William Francis,auto_finance,early,8,652.57,2010.41,N,no_response_cycle,kbarton@example.com,17497355891,M5 1QA,,Y,2025-11-04
ACC-12507,CUST-52507,Sean Read,personal_loan,early,18,492.82,13387.18,N,awaiting_follow_up,waltonbilly@example.org,43149963298,BS0 4GN,,Y,2025-10-22
ACC-12508,CUST-52508,Diane Thomas-Lawson,personal_loan,early,7,145.18,883.05,N,no_response_cycle,bradley62@example.net,02670430248,N62 6AU,sms,Y,2025-11-07
ACC-12509,CUST-52509,Margaret Forster,personal_loan,mid,48,519.41,14198.66,N,legal watch,simon79@example.org,72694232216,L20 0PU,,Y,2025-12-17
ACC-12510,CUST-52510,Jacqueline Gibson,credit_card,late,77,1110.43,14708.81,Y,Awaiting Follow Up,henry72@example.net,13747545223,N7 9TH,sms,N,2025-12-11
ACC-12511,CUST-52511,Mandy Payne,auto_finance,late,93,461.86,13177.73,N,no_response_cycle,qwatson@example.com,36462173344,ST0 7SP,email,N,2025-11-27
ACC-12512,CUST-52512,Hugh Taylor,auto_finance,late,74,1696.95,4930.96,Y,specialist_review,shortjoel@example.com,53554419578,EH7 7YR,,N,2025-12-10
ACC-12513,CUST-52513,Miss Kayleigh Morgan,personal_loan,early,5,1655.44,8291.26,N,email_sent,stephensonelliot@example.com,68222760794,DH9 2NH,sms,Y,2025-10-13
ACC-12514,CUST-52514,Simon Browne,personal_loan,mid,33,196.05,2299.4,N,plan_requested,wryan@example.com,06969652541,TA81 4PZ,letter,Y,2026-01-07
ACC-12515,CUST-52515,Dr Jeffrey Humphreys,personal_loan,mid,42,385.56,6120.37,N,Awaiting Follow Up,guyhunter@example.com,19098416096,S0 8LL,email,Y,2026-01-24
ACC-12516,CUST-52516,Deborah Taylor,auto_finance,mid,38,1620.7,11417.25,N,promise_due,swilliams@example.com,04690536377,N2T 3UQ,letter,Y,2025-11-02
ACC-12517,CUST-52517,Charlene Davies,credit_card,late,104,1340.03,2162.04,Y,legal_watch,imiles@example.org,10023013193,G22 2NL,,N,2025-12-29
ACC-12518,CUST-52518,Kenneth Marsh,credit_card,early,25,1762.29,3142.07,N,Awaiting Follow Up,vhanson@example.net,53571938369,M9 5AJ,phone,Y,2025-10-27
ACC-12519,CUST-52519,Christian Chapman-Taylor,credit_card,mid,50,1483.76,10786.42,N,new_delinquency,adamskatie@example.com,61437659818,L9A 9QJ,,Y,2026-01-07
ACC-12520,CUST-52520,Hazel Hart,personal_loan,mid,54,1397.6,6632.3,N,new_delinquency,bblackburn@example.com,25632334483,B5U 0NA,email,Y,2025-11-30
ACC-12521,CUST-52521,Jayne Ward,credit_card,early,20,684.09,14476.88,N,specialist_review,marie29@example.net,58378328899,DY4B 9XR,sms,Y,2025-12-21
ACC-12522,CUST-52522,Sheila Birch,auto_finance,early,7,1243.33,2185.07,N,email_sent,hartcallum@example.net,65221319585,TF0 6BW,email,Y,2025-12-30
ACC-12523,CUST-52523,Danielle Williams,credit_card,early,28,1049.19,8890.99,N,awaiting_follow_up,carl61@example.org,,SS74 7DR,phone,Y,2026-01-02
ACC-12524,CUST-52524,Lynda Manning,credit_card,mid,46,1069.06,1881.89,N,email_sent,cunninghamjane@example.org,57204548470,N1 9AY,email,Y,2025-11-21
ACC-12525,CUST-52525,Jean Connolly,personal_loan,mid,48,761.68,14739.63,N,Awaiting Follow Up,joneslindsey@example.com,53907631651,E6 2JL,letter,Yes,2025-12-12
ACC-12526,CUST-52526,Dr Gregory Collins,credit_card,early,17,107.96,8215.21,N,promise_due,owatson@example.org,16350983361,W2 6DG,email,Y,2025-10-18
ACC-12527,CUST-52527,Katy Skinner,credit_card,early,5,1514.77,4219.8,N,new_delinquency,braybarbara@example.org,06101788780,G6T 6XF,sms,Y,2025-12-12
ACC-12528,CUST-52528,Dean Allen-Wilson,personal_loan,early,6,1641.52,14421.72,N,specialist_review,chelsea29@example.net,86970824902,S8W 1NN,email,Y,2025-10-20
ACC-12529,CUST-52529,Andrea Swift,personal_loan,late,118,194.98,666.16,Y,manual_follow_up,,83448840479,L5 3LR,email,N,2025-11-18
ACC-12530,CUST-52530,Sara Phillips,personal_loan,early,17,280.99,2664.89,N,Awaiting Follow Up,clifford88@example.net,28832467078,G7E 2AT,phone,Y,2025-10-24
ACC-12531,CUST-52531,Lisa Hall,auto_finance,early,16,966.37,1764.44,N,manual_follow_up,inash@example.com,53629097510,E65 1EQ,phone,Y,2025-12-21
ACC-12532,CUST-52532,Rita Henderson,credit_card,late,93,421.37,13249.13,Y,manual_follow_up,,71356290017,PH5Y 9AE,letter,N,2025-11-22
ACC-12533,CUST-52533,Dr Oliver Buckley,credit_card,mid,44,410.11,2174.8,N,email_sent,znixon@example.org,88654272463,E2 4WS,sms,Y,2026-01-19
ACC-12534,CUST-52534,Mr Gerald Smith,auto_finance,mid,30,288.77,2960.78,N,new_delinquency,wdale@example.com,21119294614,GY3R 5EQ,sms,Y,2025-12-17
ACC-12535,CUST-52535,Leonard Robinson-Wood,credit_card,mid,34,1290.16,12187.05,N,email_sent,jadechambers@example.net,20963371682,HA1Y 5HN,sms,Y,2025-11-11
ACC-12536,CUST-52536,Ms Marie Thompson,credit_card,early,16,1135.34,12582.13,N,specialist_review,tgill@example.com,,S03 1SF,,Y,2026-01-10
ACC-12537,CUST-52537,Catherine Lee,credit_card,early,14,475.42,3134.91,N,specialist_review,barry55@example.org,81809242494,LD4R 2JU,phone,Y,2025-10-23
ACC-12538,CUST-52538,Chloe Palmer,auto_finance,early,16,1106.96,13490.23,N,plan_requested,gemmaholmes@example.net,97161051693,HP6 7TF,,Y,2025-11-20
ACC-12539,CUST-52539,Zoe Baker-Francis,personal_loan,mid,30,327.21,4586.58,N,Awaiting Follow Up,mariacarter@example.com,19944764504,HG8R 5QA,,Y,2025-11-09
ACC-12540,CUST-52540,Jill Howard,personal_loan,early,28,467.42,5618.11,N,manual_follow_up,zmason@example.net,98619443431,N0 7HP,phone,Y,2025-12-24
ACC-12541,CUST-52541,Dr Brett Pearson,credit_card,late,63,271.78,9928.72,N,Awaiting Follow Up,gthomas@example.org,68310400322,N0 7AP,,N,2025-10-19
ACC-12542,CUST-52542,Mr Daniel Dennis,auto_finance,early,13,1275.69,9840.54,N,legal_watch,owatts@example.org,43195590968,M3 5NR,email,Y,2025-11-10
ACC-12543,CUST-52543,Mrs Denise West,personal_loan,mid,34,128.93,6629.39,N,promise_due,elee@example.org,37608115168,SE2 9BY,letter,Y,2026-01-25
ACC-12544,CUST-52544,Iain Jordan,credit_card,early,7,287.19,7775.82,N,specialist_review,charlene09@example.com,95110961652,W8 5QP,phone,Y,2026-01-23
ACC-12545,CUST-52545,Alan Dawson-Pope,credit_card,early,7,716.64,10485.84,N,Awaiting Follow Up,vjohnson@example.net,24068031333,L01 2RL,sms,Y,2026-01-16
ACC-12546,CUST-52546,Dr Maria Martin,credit_card,mid,59,1638.6,14285.43,N,manual_follow_up,hannah36@example.com,38477484528,S5U 6PY,email,Y,2025-11-17
ACC-12547,CUST-52547,Susan Weston-Hobbs,credit_card,mid,50,1490.08,12341.57,N,new_delinquency,dominic73@example.com,87051176134,HX42 4HY,,Y,2026-01-13
ACC-12548,CUST-52548,Gerard Short,credit_card,early,17,1563.26,13394.93,N,email_sent,joseph16@example.com,22789293493,CH5M 1NN,phone,Y,2025-10-07
ACC-12549,CUST-52549,Laura Clark,auto_finance,early,23,1030.02,11526.54,N,plan_requested,barbersamantha@example.org,97105200628,AL2 5FP,phone,Y,2025-10-22
ACC-12550,CUST-52550,Jay Tucker,credit_card,late,63,1441.39,3952.28,Y,specialist_review,derekherbert@example.net,69724178699,DD54 3JN,phone,N,2026-01-27
ACC-12551,CUST-52551,Dean Gardner,personal_loan,mid,37,1530.83,6729.54,Y,email_sent,julie67@example.net,49448159142,BR2 1PJ,phone,N,2025-10-28
ACC-12552,CUST-52552,Caroline Carroll,personal_loan,late,71,681.06,8693.14,N,legal_watch,wcooper@example.net,84911456806,S35 0PJ,,N,2025-11-05
ACC-12553,CUST-52553,Barbara Phillips,credit_card,early,15,307.1,4883.79,N,Awaiting Follow Up,julieholmes@example.org,56790749049,N10 7JA,email,Y,2025-10-11
ACC-12554,CUST-52554,Kimberley Brown,credit_card,mid,57,1369.66,11526.92,Y,new_delinquency,jennajones@example.net,75429774306,B2 4US,email,N,2025-11-07
ACC-12555,CUST-52555,Dr Aimee Robinson,credit_card,mid,35,1241.02,12834.59,N,plan_requested,fmclean@example.net,69977656238,N0 1YJ,letter,Y,2025-12-20
ACC-12556,CUST-52556,Harriet Phillips,credit_card,late,60,1371.73,12512.71,Y,awaiting_follow_up,dylanpalmer@example.com,27054639501,E32 0SD,sms,N,2025-11-21
ACC-12557,CUST-52557,Dr Martin Hall,credit_card,early,19,976.38,10582.81,N,new_delinquency,roseraymond@example.org,46945215562,M37 6WD,phone,Y,2025-10-02
ACC-12558,CUST-52558,Dr Dale Ashton,credit_card,early,21,569.1,10804.81,N,manual_follow_up,helenbarnett@example.net,76996169126,PL32 4PT,phone,Y,2026-01-12
ACC-12559,CUST-52559,Dr Christopher Nixon,credit_card,mid,57,1623.14,2590.67,Y,plan_requested,nolansam@example.org,12223610406,LA3 7SA,phone,N,2026-01-26
ACC-12560,CUST-52560,Alison Wilkinson,credit_card,mid,46,96.36,9279.78,N,legal_watch,tomhardy@example.com,08696892694,DA8 4PD,email,Y,2026-01-27
ACC-12561,CUST-52561,William Hunt,personal_loan,mid,31,356.5,3094.5,N,awaiting_follow_up,knightshaun@example.com,57056393885,M47 8UW,letter,Y,2025-10-01
ACC-12562,CUST-52562,Nathan Payne-Williams,personal_loan,late,120,1258.08,12573.68,N,legal_watch,ogregory@example.com,71182438224,L9 1YP,sms,N,2026-01-21
ACC-12563,CUST-52563,Mrs Kelly Craig,auto_finance,early,6,695.68,2796.78,N,plan_requested,abigailmccarthy@example.org,76488040195,BN9 6GT,letter,Y,2025-11-10
ACC-12564,CUST-52564,Caroline Foster,auto_finance,late,89,1428.56,2149.53,N,legal_watch,liam46@example.org,07601330019,PA6B 1AP,sms,N,2025-11-11
ACC-12565,CUST-52565,Anne Ryan,personal_loan,early,15,509.38,7070.45,N,no_response_cycle,watsonpaula@example.net,88054731398,S51 1AY,,Y,2026-01-13
ACC-12566,CUST-52566,Edward Hodgson,personal_loan,early,9,971.79,2347.45,N,Awaiting Follow Up,pearcenigel@example.net,50191201643,CW2E 7HF,letter,Y,2026-01-12
ACC-12567,CUST-52567,Gregory Edwards,credit_card,early,21,543.08,8414.12,N,specialist_review,cliffordwilson@example.com,13099008816,L84 8EN,,Y,2025-10-05
ACC-12568,CUST-52568,Elliott Shepherd,personal_loan,late,102,1216.96,5208.92,Y,plan_requested,pcross@example.org,,S8 1JN,sms,N,2025-12-11
ACC-12569,CUST-52569,Marian King,personal_loan,mid,58,743.04,9597.53,N,new_delinquency,harrismartin@example.com,25156432576,M0J 7YT,email,Y,2025-10-30
ACC-12570,CUST-52570,Jill Jordan,credit_card,late,60,809.57,6528.41,Y,new delinquency,evansyvonne@example.org,09122890918,G48 8ZD,sms,N,2025-12-11
ACC-12571,CUST-52571,Dean Kelly,credit_card,early,11,1255.71,8054.66,N,promise_due,brownehelen@example.net,91233403824,SE6E 2RP,email,Y,2026-01-23
ACC-12572,CUST-52572,Jake Walters,credit_card,early,23,1472.17,11276.79,N,,janice93@example.net,66697601946,HU7 2UJ,phone,Y,2025-10-28
ACC-12573,CUST-52573,Keith Joyce,personal_loan,early,23,1322.21,14874.56,N,no_response_cycle,cookdenise@example.org,22491067534,NR1P 3TD,email,Y,2025-11-14
ACC-12574,CUST-52574,Mandy Bentley,auto_finance,late,67,535.81,1165.14,N,Awaiting Follow Up,brownhenry@example.com,23049866781,WC1 3AP,letter,N,2026-01-13
ACC-12575,CUST-52575,Dr Danielle Powell,personal_loan,mid,59,284.92,10048.41,N,promise_due,,14185765729,M8 6EW,letter,Y,2025-12-13
ACC-12576,CUST-52576,Liam Newman,credit_card,early,20,1055.14,8346.07,N,manual_follow_up,katherineroberts@example.org,53500644114,N8H 3QW,sms,Y,2025-10-08
ACC-12577,CUST-52577,Samantha Edwards,credit_card,mid,44,1461.74,6934.8,N,plan_requested,justinadams@example.com,58048635533,G25 3GY,letter,Y,2025-12-20
ACC-12578,CUST-52578,Joan Fuller,personal_loan,early,9,910.81,12680.99,N,manual_follow_up,zoe36@example.com,53676889391,G62 3NA,letter,Y,2025-11-18
ACC-12579,CUST-52579,Nicola Atkinson,personal_loan,early,21,866.66,2344.96,N,Awaiting Follow Up,goodwinhannah@example.org,68760139676,B8H 1NB,phone,Y,2025-11-15
ACC-12580,CUST-52580,Mr James Matthews,auto_finance,mid,47,1251.02,6510.63,Y,email_sent,donaldturner@example.net,69381526788,TS92 5WH,phone,N,2025-12-15
ACC-12581,CUST-52581,Ryan Turnbull,personal_loan,mid,54,511.7,1894.83,N,awaiting_follow_up,chandlerrosemary@example.net,98432932958,DA3R 5AS,letter,Y,2026-01-04
ACC-12582,CUST-52582,Rhys Freeman,auto_finance,early,12,1601.0,15467.92,N,specialist_review,holtarthur@example.org,75833712202,G0A 7PH,,Y,2025-12-19
ACC-12583,CUST-52583,Ian Thompson,credit_card,early,27,1717.81,14143.18,N,email_sent,mistryallan@example.net,94821365473,DG98 6ZN,sms,Y,2026-01-28
ACC-12584,CUST-52584,Jacqueline Watson,credit_card,mid,33,1446.59,2458.03,N,awaiting follow up,hughessean@example.org,,M6 9EL,phone,Y,2025-12-18
ACC-12585,CUST-52585,Charlie White,personal_loan,early,15,776.52,9578.16,N,legal_watch,geraldine62@example.com,12265704170,N3 3RR,,Y,2025-11-09
ACC-12586,CUST-52586,Miss Angela Fleming,credit_card,early,7,1565.8,7584.02,N,awaiting_follow_up,rickycooper@example.com,26177537038,G6E 0TA,phone,Y,2025-10-08
ACC-12587,CUST-52587,Dr Alexander Peters,personal_loan,early,20,1556.61,10781.27,N,plan_requested,sara44@example.org,49417030456,W9U 6TF,email,Y,2026-01-16
ACC-12588,CUST-52588,Miss Deborah Stewart,auto_finance,early,26,347.46,10329.85,N,manual_follow_up,wbuckley@example.org,,E2 4RU,,Y,2026-01-08
ACC-12589,CUST-52589,Yvonne Young,credit_card,early,23,199.2,8186.21,N,awaiting_follow_up,joeharris@example.org,53928422680,S8 8DU,email,Y,2026-01-14
ACC-12590,CUST-52590,Alison Knight,personal_loan,early,19,1226.45,7639.8,N,specialist_review,,,G3E 7TE,sms,Y,2025-11-08
ACC-12591,CUST-52591,Dr Katy Macdonald,credit_card,mid,55,1788.96,11149.64,N,promise_due,duncanphillips@example.com,50550885464,G3 8PZ,phone,Y,2025-11-28
ACC-12592,CUST-52592,Eric Price-O'Neill,credit_card,late,61,1347.17,10087.96,Y,no_response_cycle,kjames@example.net,64624698432,IM72 4SD,email,N,2025-12-18
ACC-12593,CUST-52593,Ricky Lewis,personal_loan,late,110,1127.75,2604.75,Y,legal_watch,gavin01@example.com,40531587298,BA00 4TF,email,N,2025-12-16
ACC-12594,CUST-52594,Ross Rees,auto_finance,early,29,171.31,4286.04,N,plan_requested,davidwalsh@example.net,95878851312,N0 2HQ,email,Y,2025-11-13
ACC-12595,CUST-52595,Howard Begum-Thomas,auto_finance,late,118,216.89,5744.71,Y,promise_due,mitchellbrian@example.com,,S9G 3DY,letter,N,2025-10-17
ACC-12596,CUST-52596,Rebecca Smith,credit_card,early,6,1021.21,1649.93,N,plan_requested,joseph64@example.com,28181346330,N5 5FE,letter,Y,2025-11-14
ACC-12597,CUST-52597,Dr Sean Tomlinson,personal_loan,mid,36,480.83,8588.02,N,awaiting_follow_up,xwilliams@example.com,38086633320,GL8 2FN,email,Y,2025-11-25
ACC-12598,CUST-52598,Gail Price-Hart,credit_card,mid,41,458.92,948.57,N,no_response_cycle,holdengeoffrey@example.org,01229849444,KW04 8RA,letter,Y,2025-10-26
ACC-12599,CUST-52599,Jean Horton-Howell,credit_card,early,27,148.52,5040.83,N,promise_due,annettewatson@example.com,52939209168,N33 0AF,letter,Y,2025-12-19
ACC-12600,CUST-52600,Dr Lewis Chapman,auto_finance,early,7,720.64,12618.61,N,new_delinquency,frederick81@example.com,29193943634,S1F 4XX,sms,Y,2025-10-17
ACC-12601,CUST-52601,Henry Elliott-Jones,personal_loan,early,7,353.23,10670.35,N,specialist_review,,17228636605,RG52 9ET,email,Y,2025-11-24
ACC-12602,CUST-52602,Dr Marian Green,personal_loan,mid,46,1451.39,9372.52,N,specialist_review,vsutton@example.net,52236260077,GL2 9ZX,sms,Y,2025-10-18
ACC-12603,CUST-52603,Mr Gerard Armstrong,auto_finance,early,11,586.11,8441.63,N,manual_follow_up,lesley71@example.net,,S3H 5RB,letter,Y,2026-01-17
ACC-12604,CUST-52604,Liam Smith,auto_finance,late,88,785.05,7922.32,Y,legal_watch,gthompson@example.com,75639517231,BD3X 1WZ,email,N,2025-12-28
ACC-12605,CUST-52605,Chelsea Thompson-Smith,credit_card,late,107,604.07,6983.88,Y,promise_due,elliekhan@example.net,54122577921,NR9 4RD,phone,N,2025-11-26
ACC-12606,CUST-52606,Adrian Davies-Metcalfe,personal_loan,early,21,218.99,12894.19,N,new_delinquency,gail72@example.org,83665776664,N97 1YU,,Y,2025-12-24
ACC-12607,CUST-52607,Ross Stephens,personal_loan,mid,43,537.64,11576.95,N,Awaiting Follow Up,melissareid@example.net,33263277171,W8 1QS,phone,Y,2025-12-04
ACC-12608,CUST-52608,Frederick Perry,credit_card,mid,36,776.45,10334.72,N,plan_requested,bhaynes@example.com,50819941249,B0F 0YE,,Y,2026-01-16
ACC-12609,CUST-52609,Dr Garry Parker,personal_loan,early,12,1341.87,11001.9,N,Awaiting Follow Up,mooremarion@example.org,47968956533,HU9H 4HS,,Y,2025-12-23
ACC-12610,CUST-52610,Graeme Barker,personal_loan,early,19,901.8,14148.4,N,,matthew05@example.com,60800128625,HX1W 9UA,,Y,2026-01-04
ACC-12611,CUST-52611,Mr Jonathan Warren,personal_loan,early,16,1032.73,10055.18,N,promise_due,stewartkennedy@example.com,41746145419,GL9E 3ZJ,email,Y,2025-11-28
ACC-12612,CUST-52612,Ms Amber Knight,personal_loan,mid,46,1518.03,5922.82,N,awaiting_follow_up,wendy84@example.com,,E9 1HG,letter,Y,2025-10-01
ACC-12613,CUST-52613,Kayleigh Reynolds,credit_card,late,87,249.53,13897.32,Y,manual_follow_up,williamsadam@example.net,,LN21 0FG,,N,2025-11-08
ACC-12614,CUST-52614,Miss Helen Palmer,credit_card,early,29,933.75,4808.26,N,awaiting_follow_up,sinclairdaniel@example.com,76408469452,W8 1BL,letter,Y,2026-01-27
ACC-12615,CUST-52615,Barry Skinner,personal_loan,mid,57,333.44,2643.26,N,Awaiting Follow Up,normanyoung@example.org,80200549703,DL6E 7WJ,email,Y,2026-01-12
ACC-12616,CUST-52616,Cameron Young-Patel,credit_card,early,23,1731.27,5104.51,N,promise_due,matthew46@example.net,,YO50 8UW,letter,Y,2025-12-08
ACC-12617,CUST-52617,Zoe Roberts,credit_card,early,7,131.09,5124.62,N,email_sent,kellyjodie@example.net,32406954966,WV8W 8BA,email,Y,2025-10-25
ACC-12618,CUST-52618,Miss Christine Hunt,auto_finance,early,23,1572.15,4070.1,N,no_response_cycle,dianacurtis@example.com,31963089258,CO1 4NP,phone,Y,2026-01-09
ACC-12619,CUST-52619,Tracey Fleming,personal_loan,early,13,1636.02,6208.98,N,new_delinquency,rachelharrison@example.net,55655179746,NR3 2FZ,sms,Y,2025-11-05
ACC-12620,CUST-52620,Katy Smith-Young,personal_loan,mid,41,1758.25,15322.09,N,promise_due,qturner@example.net,36639152377,G30 9BY,email,Y,2025-10-10
ACC-12621,CUST-52621,Joshua White,personal_loan,mid,36,503.6,14391.03,N,plan_requested,owen34@example.org,84673453478,SN0 0WX,,Y,2025-12-21
ACC-12622,CUST-52622,Naomi Gilbert,personal_loan,mid,45,963.13,5150.03,N,awaiting_follow_up,charles78@example.com,97474993158,FY4 5GP,,Y,2026-01-20
ACC-12623,CUST-52623,Joseph Williams,credit_card,early,5,1009.23,3405.35,N,manual follow up,robsonmary@example.com,79966603856,B45 8TD,phone,Y,2026-01-04
ACC-12624,CUST-52624,Dr Martin Davies,credit_card,mid,39,1702.63,12069.87,N,manual_follow_up,martinluke@example.com,14982578754,BD7X 9DF,sms,Y,2025-10-14
ACC-12625,CUST-52625,Iain Smith,credit_card,early,24,122.3,12685.76,N,new_delinquency,lowen@example.com,54214729328,L5F 1JE,letter,Y,2025-11-13
ACC-12626,CUST-52626,Anthony Summers-Bentley,credit_card,early,7,260.2,12776.5,N,awaiting_follow_up,adamsjoel@example.org,29963024228,S23 3JW,email,Y,2026-01-22
ACC-12627,CUST-52627,Claire Smith,personal_loan,early,25,1305.13,12659.19,N,Awaiting Follow Up,ghall@example.net,99706235147,SR0R 7JF,sms,Y,2025-10-04
ACC-12628,CUST-52628,Ms Chloe Palmer,personal_loan,early,10,492.01,2298.78,N,new_delinquency,emiah@example.net,,BR1 1NJ,phone,Y,2025-10-03
ACC-12629,CUST-52629,Melissa Smith,credit_card,early,22,524.23,14051.56,N,promise_due,fleminggeorge@example.net,20920395379,IM66 9YZ,phone,Y,2025-10-24
ACC-12630,CUST-52630,Ms Lauren Scott,auto_finance,early,7,765.54,11543.26,N,plan_requested,dawsonolivia@example.org,29890662904,M8 3RQ,email,Y,2025-10-11
ACC-12631,CUST-52631,Dr Aimee Austin,personal_loan,late,100,653.75,7097.14,N,no_response_cycle,robertphillips@example.org,16150616045,W4 9XY,phone,N,2025-11-23
ACC-12632,CUST-52632,Leonard Hayes,personal_loan,mid,30,1527.09,2726.26,N,email_sent,heatherwalker@example.net,41187363803,B34 2AS,phone,Y,2025-11-19
ACC-12633,CUST-52633,Chloe Matthews,personal_loan,mid,37,438.62,13033.13,N,plan_requested,,66161930539,CR3H 3EX,,Y,2025-10-09
ACC-12634,CUST-52634,Tracy Norman,personal_loan,mid,57,473.99,7627.95,N,plan_requested,howarthclive@example.org,17877928267,W15 7EE,,Y,2026-01-19
ACC-12635,CUST-52635,Geoffrey Thomas,credit_card,mid,44,655.66,11772.74,Y,new_delinquency,igraham@example.net,95012064807,JE2B 2DW,phone,N,2025-12-08
ACC-12636,CUST-52636,Leigh Dean-Khan,personal_loan,early,8,1780.17,8094.44,N,Awaiting Follow Up,lesley57@example.com,99917042683,E5S 4BU,,Y,2025-10-06
ACC-12637,CUST-52637,Nicola Sharp,personal_loan,early,13,1052.0,10341.17,N,manual_follow_up,joanbailey@example.org,07952367873,KA20 4EQ,email,Y,2025-12-22
ACC-12638,CUST-52638,Jordan Bennett,personal_loan,early,12,1023.83,10230.22,N,specialist_review,jparsons@example.net,,E9E 2XX,phone,Y,2025-10-30
ACC-12639,CUST-52639,Judith Parkes,auto_finance,late,112,182.24,4037.33,N,manual_follow_up,zoecook@example.net,31355243877,LU9 9ZD,,N,2025-10-03
ACC-12640,CUST-52640,Ms Naomi Johnson,personal_loan,early,19,1522.67,6025.92,N,no_response_cycle,julianwebster@example.org,83905113717,DA2P 7HL,phone,Y,2026-01-21
ACC-12641,CUST-52641,Alexander Lloyd,credit_card,early,11,422.01,6520.86,N,plan_requested,yvonnehale@example.org,71261408563,SN95 9WN,phone,Y,2025-11-17
ACC-12642,CUST-52642,David Harrison,auto_finance,early,8,1404.82,3041.63,N,no_response_cycle,lordcarl@example.net,73202804564,LE26 9LB,email,Y,2025-11-01
ACC-12643,CUST-52643,Justin Byrne,credit_card,early,15,303.71,11479.05,N,legal_watch,holmesalice@example.org,58617324100,SY23 5QX,email,Y,2025-10-26
ACC-12644,CUST-52644,Danny Robinson-Mann,personal_loan,mid,47,951.37,1851.53,N,promise_due,mollyjordan@example.org,,W3 2RU,letter,Y,2025-11-27
ACC-12645,CUST-52645,Dr Louis Fraser,credit_card,mid,39,158.22,8918.17,N,email sent,greed@example.com,48285149412,NP5 2FH,letter,Y,2025-12-14
ACC-12646,CUST-52646,Gregory Wood,credit_card,mid,45,571.12,2395.6,N,new_delinquency,eowens@example.net,44118408049,NE04 1GQ,email,Y,2025-10-17
ACC-12647,CUST-52647,Owen Green,auto_finance,late,106,322.39,13614.36,N,manual_follow_up,dennis99@example.org,31550527142,KA4A 2YW,sms,N,2026-01-20
ACC-12648,CUST-52648,Derek Holmes,personal_loan,early,18,1668.55,6785.61,N,manual_follow_up,jmoss@example.com,39983564824,L07 7BT,phone,Y,2025-12-03
ACC-12649,CUST-52649,Charlene Webb,credit_card,early,27,796.26,6169.04,N,awaiting_follow_up,oliverburke@example.com,85955444727,E9G 2WL,email,Y,2025-10-27
ACC-12650,CUST-52650,Andrea Davis,personal_loan,early,6,1564.33,2020.91,N,plan_requested,carl36@example.org,02123077113,E4 5ET,letter,Y,2025-11-25
ACC-12651,CUST-52651,Dr Hannah Martin,credit_card,mid,30,722.59,4171.16,N,legal_watch,glenn98@example.com,27935622279,N2 5GD,,Y,2025-10-01
ACC-12652,CUST-52652,Dr Ben Davies,personal_loan,late,90,1026.89,11551.72,Y,plan_requested,jeffrey00@example.net,57266517762,B1 3GL,email,N,2025-10-02
ACC-12653,CUST-52653,Dr Bradley Williams,personal_loan,mid,58,500.6,8885.15,N,email_sent,,98999885986,G0 5XA,phone,Y,2026-01-24
ACC-12654,CUST-52654,Miss Joan Knight,personal_loan,mid,48,1110.0,11108.27,N,no_response_cycle,ruthholmes@example.com,20514772381,E7G 8PE,,Y,2026-01-06
ACC-12655,CUST-52655,Henry Owens,credit_card,early,24,1133.3,2143.86,N,no_response_cycle,hudsonjayne@example.org,62094146634,E2 0JS,phone,Y,2025-12-20
ACC-12656,CUST-52656,Hilary Day,credit_card,early,20,1328.63,13191.48,N,promise_due,mollyhughes@example.com,63463528301,W1 9QX,email,Y,2025-11-06
ACC-12657,CUST-52657,Mr Maurice Hill,personal_loan,mid,46,1097.62,4104.33,N,promise_due,louise30@example.org,27609045981,G97 6YS,email,Y,2026-01-21
ACC-12658,CUST-52658,Joan Smith,personal_loan,early,15,277.4,7065.74,N,new_delinquency,natalieporter@example.net,61434411923,TQ2 7AU,sms,Y,2025-12-27
ACC-12659,CUST-52659,Mr Kieran Hayward,personal_loan,late,96,390.51,9948.6,Y,no_response_cycle,uwalters@example.com,13600524170,M79 4RX,email,N,2026-01-11
ACC-12660,CUST-52660,Naomi Sharpe,personal_loan,mid,34,427.28,12668.4,N,email_sent,woodsmarilyn@example.com,87408240343,L81 5FP,,Y,2026-01-07
ACC-12661,CUST-52661,Kenneth Berry,credit_card,early,18,1327.27,9056.54,N,specialist_review,janice47@example.com,84978816506,CR69 8PU,,Y,2025-10-22
ACC-12662,CUST-52662,Luke Ward,credit_card,mid,39,898.63,7782.09,N,new_delinquency,,21531277810,WR22 1FD,phone,Y,2026-01-16
ACC-12663,CUST-52663,Sara Turner,auto_finance,early,11,861.45,13570.53,N,new_delinquency,ifisher@example.com,04790479399,DG3E 5JG,,Y,2025-10-15
ACC-12664,CUST-52664,Harry Mistry,credit_card,early,12,744.43,13163.91,N,legal_watch,jadeprice@example.com,73416639710,E9C 8SY,email,Y,2026-01-04
ACC-12665,CUST-52665,Jonathan Davies,credit_card,mid,35,366.0,6464.88,N,plan_requested,joneskim@example.org,58323029245,N2 3TT,email,Y,2025-10-17
ACC-12666,CUST-52666,Harriet Barker-Oliver,personal_loan,late,81,625.67,8693.37,Y,promise_due,hayleywhite@example.net,03189008571,M1S 7ZE,sms,N,2025-11-16
